source,scraped_at,url,sku,title,image_url,price,currency,price_source,category,rank,page,row_index,position,shirt_number,age,nationality,nationalities,club,club_id,full_name,birth_date,birth_place,height_m,agent,league,league_id,joined_date,contract_until,market_value_last_update,caps,international_goals
transfermarkt.com,2026-09-10T08:21:28.159063+00:00,https://www.transfermarkt.com/x/profil/spieler/937958,937958,Lamine Yamal,https://img.a.transfermarkt.technology/portrait/small/937958-1773173768.jpg?lm=4711,220000000.0,EUR,listing,market-values,1,1,0,Right Winger,,19,Spain,Spain,FC Barcelona,131,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.159519+00:00,https://www.transfermarkt.com/x/profil/spieler/418560,418560,Erling Haaland,https://img.a.transfermarkt.technology/portrait/small/418560-1788115885.jpg?lm=4711,220000000.0,EUR,listing,market-values,1,1,1,Centre-Forward,,26,Norway,Norway,Manchester City,281,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.159933+00:00,https://www.transfermarkt.com/x/profil/spieler/342229,342229,Kylian Mbappé,https://img.a.transfermarkt.technology/portrait/small/342229-1682683695.jpg?lm=4711,200000000.0,EUR,listing,market-values,3,1,2,Centre-Forward,,27,France,France | Cameroon,Real Madrid,418,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.160401+00:00,https://www.transfermarkt.com/x/profil/spieler/566723,566723,Michael Olise,https://img.a.transfermarkt.technology/portrait/small/566723-1762944477.jpg?lm=4711,170000000.0,EUR,listing,market-values,4,1,3,Right Winger,,24,France,France | England,Bayern Munich,27,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.161079+00:00,https://www.transfermarkt.com/x/profil/spieler/581678,581678,Jude Bellingham,https://img.a.transfermarkt.technology/portrait/small/581678-1748102891.jpg?lm=4711,160000000.0,EUR,listing,market-values,5,1,4,Attacking Midfield,,23,England,England | Ireland,Real Madrid,418,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.161630+00:00,https://www.transfermarkt.com/x/profil/spieler/683840,683840,Pedri,https://img.a.transfermarkt.technology/portrait/small/683840-1744278342.jpg?lm=4711,150000000.0,EUR,listing,market-values,6,1,5,Central Midfield,,23,Spain,Spain,FC Barcelona,131,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.162140+00:00,https://www.transfermarkt.com/x/profil/spieler/670681,670681,João Neves,https://img.a.transfermarkt.technology/portrait/small/670681-1701295511.jpg?lm=4711,140000000.0,EUR,listing,market-values,7,1,6,Central Midfield,,21,Portugal,Portugal,Paris Saint-Germain,583,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.162669+00:00,https://www.transfermarkt.com/x/profil/spieler/502670,502670,Khvicha Kvaratskhelia,https://img.a.transfermarkt.technology/portrait/small/502670-1777411223.jpg?lm=4711,140000000.0,EUR,listing,market-values,7,1,7,Left Winger,,25,Georgia,Georgia,Paris Saint-Germain,583,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.163184+00:00,https://www.transfermarkt.com/x/profil/spieler/371998,371998,Vinicius Junior,https://img.a.transfermarkt.technology/portrait/small/371998-1761575144.jpg?lm=4711,140000000.0,EUR,listing,market-values,7,1,8,Left Winger,,26,Brazil,Brazil | Spain,Real Madrid,418,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.163693+00:00,https://www.transfermarkt.com/x/profil/spieler/487469,487469,Vitinha,https://img.a.transfermarkt.technology/portrait/small/487469-1749415169.jpg?lm=4711,140000000.0,EUR,listing,market-values,7,1,9,Defensive Midfield,,26,Portugal,Portugal,Paris Saint-Germain,583,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.164226+00:00,https://www.transfermarkt.com/x/profil/spieler/914562,914562,Désiré Doué,https://img.a.transfermarkt.technology/portrait/small/914562-1667317075.jpg?lm=4711,120000000.0,EUR,listing,market-values,11,1,10,Right Winger,,21,France,France | Cote d'Ivoire,Paris Saint-Germain,583,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.164774+00:00,https://www.transfermarkt.com/x/profil/spieler/576024,576024,Julián Alvarez,https://img.a.transfermarkt.technology/portrait/small/576024-1684920938.jpg?lm=4711,120000000.0,EUR,listing,market-values,11,1,11,Centre-Forward,,26,Argentina,Argentina | Italy,Atlético de Madrid,13,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.165346+00:00,https://www.transfermarkt.com/x/profil/spieler/357662,357662,Declan Rice,https://img.a.transfermarkt.technology/portrait/small/357662-1687962936.jpg?lm=4711,120000000.0,EUR,listing,market-values,11,1,12,Central Midfield,,27,England,England | Ireland,Arsenal FC,11,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.165887+00:00,https://www.transfermarkt.com/x/profil/spieler/567576,567576,Elliot Anderson,https://img.a.transfermarkt.technology/portrait/small/567576-1696453772.jpg?lm=4711,110000000.0,EUR,listing,market-values,14,1,13,Central Midfield,,23,England,England | Scotland,Manchester City,281,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.166362+00:00,https://www.transfermarkt.com/x/profil/spieler/503743,503743,Morgan Rogers,https://img.a.transfermarkt.technology/portrait/small/503743-1706786450.jpg?lm=4711,110000000.0,EUR,listing,market-values,14,1,14,Attacking Midfield,,24,England,England | Jamaica,Chelsea FC,631,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.166759+00:00,https://www.transfermarkt.com/x/profil/spieler/433177,433177,Bukayo Saka,https://img.a.transfermarkt.technology/portrait/small/433177-1684155052.jpg?lm=4711,110000000.0,EUR,listing,market-values,14,1,15,Right Winger,,25,England,England | Nigeria,Arsenal FC,11,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.167185+00:00,https://www.transfermarkt.com/x/profil/spieler/962110,962110,Pau Cubarsí,https://img.a.transfermarkt.technology/portrait/small/962110-1712779232.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,16,Centre-Back,,19,Spain,Spain,FC Barcelona,131,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.167480+00:00,https://www.transfermarkt.com/x/profil/spieler/636703,636703,Fermín López,https://img.a.transfermarkt.technology/portrait/small/636703-1698086824.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,17,Attacking Midfield,,23,Spain,Spain,FC Barcelona,131,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.167823+00:00,https://www.transfermarkt.com/x/profil/spieler/598577,598577,Florian Wirtz,https://img.a.transfermarkt.technology/portrait/small/598577-1781163178.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,18,Attacking Midfield,,23,Germany,Germany,Liverpool FC,31,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.168126+00:00,https://www.transfermarkt.com/x/profil/spieler/580195,580195,Jamal Musiala,https://img.a.transfermarkt.technology/portrait/small/580195-1781163507.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,19,Attacking Midfield,,23,Germany,Germany | England,Bayern Munich,27,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.168433+00:00,https://www.transfermarkt.com/x/profil/spieler/568177,568177,Cole Palmer,https://img.a.transfermarkt.technology/portrait/small/568177-1712320986.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,20,Attacking Midfield,,24,England,England | St. Kitts & Nevis,Chelsea FC,631,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.168835+00:00,https://www.transfermarkt.com/x/profil/spieler/687626,687626,Moisés Caicedo,https://img.a.transfermarkt.technology/portrait/small/687626-1660729724.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,21,Defensive Midfield,,24,Ecuador,Ecuador,Chelsea FC,631,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.169193+00:00,https://www.transfermarkt.com/x/profil/spieler/495666,495666,William Saliba,https://img.a.transfermarkt.technology/portrait/small/495666-1718697201.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,22,Centre-Back,,25,France,France | Cameroon,Arsenal FC,11,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.169449+00:00,https://www.transfermarkt.com/x/profil/spieler/648195,648195,Enzo Fernández,https://img.a.transfermarkt.technology/portrait/small/648195-1669894717.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,23,Central Midfield,,25,Argentina,Argentina,Manchester City,281,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.169763+00:00,https://www.transfermarkt.com/x/profil/spieler/451276,451276,Dominik Szoboszlai,https://img.a.transfermarkt.technology/portrait/small/451276-1758715234.jpg?lm=4711,100000000.0,EUR,listing,market-values,17,1,24,Attacking Midfield,,25,Hungary,Hungary,Liverpool FC,31,,,,,,,,,,,,
transfermarkt.com,2026-09-10T08:21:28.159063+00:00,https://www.transfermarkt.com/lamine-yamal/profil/spieler/937958,937958,Lamine Yamal,https://img.a.transfermarkt.technology/portrait/header/937958-1773173768.jpg?lm=4711,220000000.0,EUR,detail,player,,,,Right Winger,10,19,Spain,Spain,FC Barcelona,131,Lamine Yamal Nasraoui Ebana,13/07/2007,Esplugues de Llobregat,1.83,Gestifute,LaLiga,ES1,01/07/2023,30/06/2031,22/07/2026,33,7
